plot_ref;site;sp;dbh;h
Betamba_1;Betamba;Albizia gummifera;11,1;14,14
Betamba_1;Betamba;Oncoba welwitschii;11;12,96
Betamba_1;Betamba;Alstonia boonei;10,9;10,64
Betamba_1;Betamba;Tetrorchidium didymostemon;10,9;11,7
Betamba_1;Betamba;Tetrorchidium didymostemon;10,6;14,28
Betamba_1;Betamba;Vernonia amygdalina;10,6;8,64
Betamba_1;Betamba;Vernonia amygdalina;10,6;8,97
Betamba_1;Betamba;Macaranga monandra;10,4;13,6
Betamba_1;Betamba;Tetrorchidium didymostemon;10,4;15,3
Betamba_1;Betamba;Macaranga spinosa;10,2;13,44
Betamba_1;Betamba;Marantes glabra;10,2;12,6
Betamba_2;Betamba;Piptadeniastrum africanum;150;58,42
Betamba_2;Betamba;Mammea africana;64,3;35,38
Betamba_2;Betamba;Petrygota bequaertii;69;38,36
Betamba_2;Betamba;Klainedoxa gabonensis;49;37,8
Betamba_2;Betamba;Macaranga spinosa;38,4;17,48
Betamba_2;Betamba;Macaranga spinosa;36,6;19,36
Betamba_2;Betamba;Macaranga spinosa;31,7;22,22
Betamba_2;Betamba;Maesopsis eminnii;29,9;20,4
Betamba_2;Betamba;Macaranga spinosa;34;20,52
Betamba_2;Betamba;Macaranga spinosa;31,9;23,6
Betamba_2;Betamba;Macaranga spinosa;34,3;21,06
Betamba_2;Betamba;Maesopsis eminnii;30;20,6
Betamba_2;Betamba;Maesopsis eminnii;30;19,8
Betamba_2;Betamba;Maesopsis eminnii;26,2;20,6
Betamba_2;Betamba;Maesopsis eminnii;28,8;18,15
Betamba_2;Betamba;Macaranga spinosa;27,5;16,94
Betamba_2;Betamba;Macaranga spinosa;30,3;19,08
Betamba_2;Betamba;Macaranga spinosa;31;18,62
Betamba_2;Betamba;Macaranga spinosa;22,5;20,52
Betamba_2;Betamba;Macaranga monandra;23,4;17,76
Betamba_2;Betamba;Macaranga spinosa;23,4;18,53
Betamba_2;Betamba;Maesopsis eminnii;23,7;18,02
Betamba_2;Betamba;Maesopsis eminnii;25,4;18,6
Betamba_2;Betamba;Macaranga spinosa;21,9;20,52
Betamba_2;Betamba;Macaranga spinosa;25,8;16,32
Betamba_2;Betamba;Maesopsis eminnii;23,5;18,72
Betamba_2;Betamba;Macaranga spinosa;28,3;15,82
Betamba_2;Betamba;Musanga cecropioides;31,3;19,68
Betamba_2;Betamba;Macaranga spinosa;20,2;20,52
Betamba_2;Betamba;Macaranga spinosa;25,2;18,45
Betamba_2;Betamba;Tetrorchidium didymostemon;21,4;15,48
Betamba_2;Betamba;Musanga cecropioides;35,6;14,28
Betamba_2;Betamba;Macaranga spinosa;21,4;19,21
Betamba_2;Betamba;Macaranga spinosa;20,5;19,21
Betamba_2;Betamba;Macaranga spinosa;23,2;17,1
Betamba_2;Betamba;Maesopsis eminnii;23,8;15,21
Betamba_2;Betamba;Maesopsis eminnii;23,3;17,7
Betamba_2;Betamba;Macaranga spinosa;18,3;17,17
Betamba_2;Betamba;Tetrorchidium didymostemon;17,1;15,48
Betamba_2;Betamba;Tetrorchidium didymostemon;19,6;14,17
Betamba_2;Betamba;Macaranga spinosa;19,9;15,96
Betamba_2;Betamba;Macaranga spinosa;19,2;19,21
Betamba_2;Betamba;Macaranga monandra;20,2;14,7
Betamba_2;Betamba;Macaranga spinosa;22,1;19,5
Betamba_2;Betamba;Musanga cecropioides;30,4;20
Betamba_2;Betamba;Macaranga spinosa;18,7;18,02
Betamba_2;Betamba;Tetrorchidium didymostemon;17,8;14,28
Betamba_2;Betamba;Harungana madagascariensis;17,8;13,13
Betamba_2;Betamba;Macaranga monandra;22,1;13,91
Betamba_2;Betamba;Maesopsis eminnii;16,9;17,85
Betamba_2;Betamba;Macaranga spinosa;20,3;19,2
Betamba_2;Betamba;Tetrorchidium didymostemon;14,9;11,44
Betamba_2;Betamba;Macaranga spinosa;19,4;19,72
Betamba_2;Betamba;Musanga cecropioides;32,7;16,65
Betamba_2;Betamba;Macaranga monandra;16,5;16
Betamba_2;Betamba;Maesopsis eminnii;19,2;14,45
Betamba_2;Betamba;Macaranga spinosa;18;16,05
Betamba_2;Betamba;Tetrapleura tetraptera;16,8;12,18
Betamba_2;Betamba;Macaranga spinosa;16,3;15
Betamba_2;Betamba;Macaranga spinosa;19,5;13,94
Betamba_2;Betamba;Macaranga spinosa;18,6;17,7
Betamba_2;Betamba;Tetrapleura tetraptera;14,2;12,18
Betamba_2;Betamba;Tetrorchidium didymostemon;14,3;11,8
Betamba_2;Betamba;Macaranga spinosa;14,5;20,52
Betamba_2;Betamba;Macaranga spinosa;13,6;17,36
Betamba_2;Betamba;Tetrorchidium didymostemon;15,9;13,13
Betamba_2;Betamba;Albizia gummifera;18,3;16,95
Betamba_2;Betamba;Macaranga spinosa;19,5;14,7
Betamba_2;Betamba;Macaranga spinosa;17,9;15,4
Betamba_2;Betamba;Macaranga spinosa;12,7;20,52
Betamba_2;Betamba;Maesopsis eminnii;15;14,45
Betamba_2;Betamba;Macaranga spinosa;17,5;18,08
Betamba_2;Betamba;Macaranga spinosa;16,5;15,75
Betamba_2;Betamba;Tetrorchidium didymostemon;16,2;11,66
Betamba_2;Betamba;Albizia gummifera;16,9;11,22
Betamba_2;Betamba;Macaranga spinosa;13,2;15,84
Betamba_2;Betamba;Maesopsis eminnii;18,9;14,82
Betamba_2;Betamba;Musanga cecropioides;30,3;13,13
Betamba_2;Betamba;Macaranga spinosa;14,5;11,4
Betamba_2;Betamba;Oncoba welwitschii;12,4;10,34
Betamba_2;Betamba;Macaranga spinosa;14,1;16,9
Betamba_2;Betamba;Macaranga monandra;31;14,4
Betamba_2;Betamba;Macaranga spinosa;16,9;18,08
Betamba_2;Betamba;Macaranga spinosa;11,1;18,08
Betamba_2;Betamba;Macaranga spinosa;18,7;15,34
Betamba_2;Betamba;Macaranga spinosa;14,9;12,61
Betamba_2;Betamba;Macaranga monandra;13,4;14,04
Betamba_2;Betamba;Tetrorchidium didymostemon;14,1;12,74
Betamba_2;Betamba;Macaranga monandra;14,6;11,61
Betamba_2;Betamba;Tetrorchidium didymostemon;13,5;9,63
Betamba_2;Betamba;Ficus mucuso;10,1;18,81
Betamba_2;Betamba;Tetrorchidium didymostemon;14,9;11,76
Betamba_2;Betamba;Tetrorchidium didymostemon;13;11,25
Betamba_2;Betamba;Macaranga spinosa;17,3;15,21
Betamba_2;Betamba;Macaranga spinosa;17,4;15,72
Betamba_2;Betamba;Oncoba welwitschii;10,7;10,67
Betamba_2;Betamba;Macaranga spinosa;17,4;13,92
Betamba_2;Betamba;Dracaena arborea;14,6;10,23
Betamba_2;Betamba;Maesopsis eminnii;15,6;12,54
Betamba_2;Betamba;Macaranga spinosa;11,8;15,82
Betamba_2;Betamba;Macaranga spinosa;12,2;16,12
Betamba_2;Betamba;Tetrorchidium didymostemon;13,6;10,2
Betamba_2;Betamba;Macaranga spinosa;16,8;13,52
Betamba_2;Betamba;Macaranga spinosa;16,9;12,76
Betamba_2;Betamba;Cleistopholis patens;16,7;12
Betamba_2;Betamba;Macaranga spinosa;12,6;13,75
Betamba_2;Betamba;Maesopsis eminnii;13,4;10,23
Betamba_2;Betamba;Macaranga spinosa;15,3;13,42
Betamba_2;Betamba;Macaranga monandra;11,6;9,13
Betamba_2;Betamba;Macaranga spinosa;13,7;12,5
Betamba_2;Betamba;Macaranga spinosa;15,6;11,34
Betamba_2;Betamba;Macaranga spinosa;14,9;12,6
Betamba_2;Betamba;Macaranga spinosa;11,3;9,76
Betamba_2;Betamba;Macaranga spinosa;11,8;12
Betamba_2;Betamba;Maesopsis eminnii;11,9;12,6
Betamba_2;Betamba;Dracaena arborea;11,9;10,23
Betamba_2;Betamba;Macaranga spinosa;11,2;8,19
Betamba_2;Betamba;Alstonia boonei;12,8;10,26
Betamba_2;Betamba;Pterocarpus castelii;10,6;5,46
Betamba_2;Betamba;Staudtia kamerounensis;32,5;16,66
Betamba_2;Betamba;Maesopsis eminnii;33,2;22,86
Betamba_2;Betamba;Maesopsis eminnii;29,6;23,52
Betamba_2;Betamba;Harungana madagascariensis;24,4;23,1
Betamba_2;Betamba;Macaranga spinosa;32,3;19,35
Betamba_2;Betamba;Macaranga spinosa;29,4;20,06
Betamba_2;Betamba;Macaranga spinosa;29,3;18,15
Betamba_2;Betamba;Maesopsis eminnii;30,4;16,8
Betamba_2;Betamba;Macaranga spinosa;32;12,92
Betamba_2;Betamba;Maesopsis eminnii;26,6;23,52
Betamba_2;Betamba;Macaranga spinosa;23,4;19,04
Betamba_2;Betamba;Morinda lucida;25;12,21
Betamba_2;Betamba;Maesopsis eminnii;28,5;19,8
Betamba_2;Betamba;Petrygota bequaertii;25,3;13,92
Betamba_2;Betamba;Musanga cecropioides;35;17,85
Betamba_2;Betamba;Macaranga spinosa;27,8;21,06
Betamba_2;Betamba;Morinda lucida;23;13,65
Betamba_2;Betamba;Macaranga spinosa;23,7;13,92
Betamba_2;Betamba;Maesopsis eminnii;24,6;19,8
Betamba_2;Betamba;Macaranga spinosa;28,2;16,2
Betamba_2;Betamba;Macaranga spinosa;28,1;16,8
Betamba_2;Betamba;Macaranga spinosa;27,3;19,21
Betamba_2;Betamba;Macaranga monandra;23,2;12,65
Betamba_2;Betamba;Macaranga monandra;19,2;15,21
Betamba_2;Betamba;Macaranga spinosa;22,2;20,06
Betamba_2;Betamba;Tetrorchidium didymostemon;16,4;13,8
Betamba_2;Betamba;Macaranga spinosa;20,4;17,55
Betamba_2;Betamba;Musanga cecropioides;37,9;17,28
Betamba_2;Betamba;Macaranga spinosa;21,3;16,8
Betamba_2;Betamba;Macaranga spinosa;23;17,76
Betamba_2;Betamba;Harungana madagascariensis;17;16,96
Betamba_2;Betamba;Macaranga spinosa;23,1;20,06
Betamba_2;Betamba;Macaranga spinosa;24,6;18,56
Betamba_2;Betamba;Maesopsis eminnii;21,4;16,05
Betamba_2;Betamba;Macaranga spinosa;18,1;15,54
Betamba_2;Betamba;Maesopsis eminnii;18,9;16,2
Betamba_2;Betamba;Musanga cecropioides;33,2;15,68
Betamba_2;Betamba;Macaranga spinosa;24,8;15,6
Betamba_2;Betamba;Macaranga spinosa;21,7;18,3
Betamba_2;Betamba;Macaranga spinosa;26,8;15,68
Betamba_2;Betamba;Macaranga monandra;19,2;13,26
Betamba_2;Betamba;Milicia excelsa;19,1;13,31
Betamba_2;Betamba;Macaranga spinosa;21,3;17,92
Betamba_2;Betamba;Maesopsis eminnii;17,8;15,82
Betamba_2;Betamba;Macaranga monandra;21,9;15,08
Betamba_2;Betamba;Macaranga spinosa;19,8;13,8
Betamba_2;Betamba;Macaranga spinosa;14;17,55
Betamba_2;Betamba;Macaranga monandra;21,9;19,04
Betamba_2;Betamba;Macaranga spinosa;20,8;14,14
Betamba_2;Betamba;Macaranga spinosa;22,2;17,16
Betamba_2;Betamba;Tetrorchidium didymostemon;19,7;14,14
Betamba_2;Betamba;Macaranga spinosa;23,8;15,54
Betamba_2;Betamba;Maesopsis eminnii;17,1;15,36
Betamba_2;Betamba;Ricinodendron heudelotii;30;11,76
Betamba_2;Betamba;Maesopsis eminnii;19,2;14,69
Betamba_2;Betamba;Macaranga spinosa;17,1;14,16
Betamba_2;Betamba;Macaranga spinosa;13;20,06
Betamba_2;Betamba;Tetrorchidium didymostemon;12,8;13,8
Betamba_2;Betamba;Macaranga spinosa;24,1;15,12
Betamba_2;Betamba;Macaranga spinosa;22,1;14,55
Betamba_2;Betamba;Macaranga monandra;17,4;11,96
Betamba_2;Betamba;Macaranga monandra;17,6;12,3
Betamba_2;Betamba;Albizia gummifera;14,2;13,52
Betamba_2;Betamba;Tetrorchidium didymostemon;14,1;12,09
Betamba_2;Betamba;Morinda lucida;14,1;12,21
Betamba_2;Betamba;Macaranga spinosa;18,5;13,02
Betamba_2;Betamba;Macaranga spinosa;20,2;15,47
Betamba_2;Betamba;Macaranga spinosa;21,4;15,68
Betamba_2;Betamba;Tetrorchidium didymostemon;15;11,4
Betamba_2;Betamba;Macaranga spinosa;16,8;14,16
Betamba_2;Betamba;Tetrorchidium didymostemon;12,3;13,8
Betamba_2;Betamba;Macaranga spinosa;16,7;12,46
Betamba_2;Betamba;Macaranga spinosa;15,4;14,69
Betamba_2;Betamba;Vernonia conferta;18,8;11,8
Betamba_2;Betamba;Macaranga monandra;13,8;14,7
Betamba_2;Betamba;Maesopsis eminnii;13,4;15,7
Betamba_2;Betamba;Macaranga spinosa;18,2;15,75
Betamba_2;Betamba;Albizia gummifera;13,2;13,52
Betamba_2;Betamba;Maesopsis eminnii;14,8;14,25
Betamba_2;Betamba;Macaranga spinosa;20,8;14,3
Betamba_2;Betamba;Maesopsis eminnii;15,1;13,42
Betamba_2;Betamba;Macaranga spinosa;17;15,47
Betamba_2;Betamba;Macaranga spinosa;18,6;17,92
Betamba_2;Betamba;Tetrorchidium didymostemon;14,7;11,4
Betamba_2;Betamba;Maesopsis eminnii;13,6;14,04
Betamba_2;Betamba;Tetrorchidium didymostemon;16,2;11,7
Betamba_2;Betamba;Macaranga spinosa;15;15,48
Betamba_2;Betamba;Tetrorchidium didymostemon;10,1;13,8
Betamba_2;Betamba;Maesopsis eminnii;15,2;12,84
Betamba_2;Betamba;Tetrorchidium didymostemon;11,8;11,7
Betamba_2;Betamba;Macaranga spinosa;19,3;13,05
Betamba_2;Betamba;Macaranga spinosa;13,3;13,2
Betamba_2;Betamba;Tetrorchidium didymostemon;16,9;11
Betamba_2;Betamba;Macaranga spinosa;11,7;15,75
Betamba_2;Betamba;Macaranga spinosa;19,5;13,56
Betamba_2;Betamba;Macaranga spinosa;23;14,76
Betamba_2;Betamba;Macaranga spinosa;20,9;12,65
Betamba_2;Betamba;Macaranga spinosa;13,2;15,47
Betamba_2;Betamba;Macaranga spinosa;14,1;12,76
Betamba_2;Betamba;Ficus exasperata;17,1;9,62
Betamba_2;Betamba;Macaranga spinosa;20,7;14,14
Betamba_2;Betamba;Tetrorchidium didymostemon;10,1;11,7
Betamba_2;Betamba;Macaranga spinosa;13,9;12,65
Betamba_2;Betamba;Croton haumanianus;12,3;11,44
Betamba_2;Betamba;Maesopsis eminnii;13,2;11,77
Betamba_2;Betamba;Macaranga spinosa;17,1;14,85
Betamba_2;Betamba;Croton haumanianus;12,1;12,98
Betamba_2;Betamba;Macaranga spinosa;10,8;15,48
Betamba_2;Betamba;Maesopsis eminnii;15;12,51
Betamba_2;Betamba;Macaranga spinosa;10,8;13,2
Betamba_2;Betamba;Macaranga monandra;13,1;11,96
Betamba_2;Betamba;Tetrorchidium didymostemon;13,2;9,57
Betamba_2;Betamba;Tetrorchidium didymostemon;11,1;8,69
Betamba_2;Betamba;Macaranga spinosa;12,3;13,26
Betamba_2;Betamba;Macaranga spinosa;13,1;12,87
Betamba_2;Betamba;Ficus mucuso;11,7;9,9
Betamba_2;Betamba;Macaranga spinosa;12;12,36
Betamba_2;Betamba;Albizia gummifera;14,5;9
Betamba_2;Betamba;Canarium schweinfurthii;10,5;13,58
Betamba_2;Betamba;Musanga cecropioides;26,9;14,56
Betamba_2;Betamba;Macaranga spinosa;12,5;10,14
Betamba_2;Betamba;Dracaena arborea;12,1;10,44
Betamba_2;Betamba;Macaranga spinosa;14,1;11,22
Betamba_2;Betamba;Discoglypremna caloneura;14,1;12,6
Betamba_2;Betamba;Musanga cecropioides;15,8;9,8
Betamba_2;Betamba;Dracaena arborea;77,7;31,9
Betamba_2;Betamba;Drypetes goswellerii;53,9;34,83
Betamba_2;Betamba;Pseudospondias longifolia;54,2;32,19
Betamba_2;Betamba;Staudtia kamerounensis;37,4;32,76
Betamba_2;Betamba;Petrygota bequaertii;44,7;20,88
Betamba_2;Betamba;Macaranga spinosa;32,3;25,2
Betamba_2;Betamba;Staudtia kamerounensis;24,6;13,13
Betamba_2;Betamba;Dichostema glaucescens;28,7;16,66
Betamba_2;Betamba;Macaranga spinosa;30,5;22,23
Betamba_2;Betamba;Macaranga spinosa;27,9;22,23
Betamba_2;Betamba;Harungana madagascariensis;23;19,38
Betamba_2;Betamba;Macaranga spinosa;25,3;19,26
Betamba_2;Betamba;Maesopsis eminnii;25,5;20,23
Betamba_2;Betamba;Macaranga spinosa;30,8;17,68
Betamba_2;Betamba;Maesopsis eminnii;28,1;18,19
Betamba_2;Betamba;Macaranga spinosa;33,7;22,23
Betamba_2;Betamba;Macaranga spinosa;32,7;17,64
Betamba_2;Betamba;Macaranga spinosa;24,5;17,4
Betamba_2;Betamba;Macaranga spinosa;22,9;19,95
Betamba_2;Betamba;Tetrorchidium didymostemon;21,1;13,28
Betamba_2;Betamba;Macaranga spinosa;23,7;19,8
Betamba_2;Betamba;Macaranga spinosa;23,3;18,36
Betamba_2;Betamba;Macaranga monandra;22,1;19,2
Betamba_2;Betamba;Macaranga spinosa;23,6;19,04
Betamba_2;Betamba;Macaranga spinosa;27,1;18,9
Betamba_2;Betamba;Macaranga monandra;24,1;18
Betamba_2;Betamba;Macaranga spinosa;20,7;18
Betamba_2;Betamba;Pycnanthus angolensis;23,5;16,32
Betamba_2;Betamba;Macaranga spinosa;26,8;18,92
Betamba_2;Betamba;Maesopsis eminnii;20,3;21,78
Betamba_2;Betamba;Macaranga spinosa;25,8;14,11
Betamba_2;Betamba;Macaranga spinosa;20;19,8
Betamba_2;Betamba;Musanga cecropioides;44,7;16
Betamba_2;Betamba;Maesopsis eminnii;22,9;20,88
Betamba_2;Betamba;Macaranga spinosa;19,5;19,8
Betamba_2;Betamba;Macaranga spinosa;21,8;13,92
Betamba_2;Betamba;Grewia coriacea;15,6;15,12
Betamba_2;Betamba;Maesopsis eminnii;20,1;15,4
Betamba_2;Betamba;Maesopsis eminnii;18,7;15,4
Betamba_2;Betamba;Dichostema glaucescens;17,1;16,8
Betamba_2;Betamba;Macaranga monandra;21,4;15,58
Betamba_2;Betamba;Macaranga spinosa;23,1;12,45
Betamba_2;Betamba;Tetrorchidium didymostemon;17,3;14,64
Betamba_2;Betamba;Macaranga spinosa;25,9;17,17
Betamba_2;Betamba;Macaranga spinosa;15,8;18
Betamba_2;Betamba;Trilepisium madagascariensis;24;17,46
Betamba_2;Betamba;Trilepisium madagascariensis;10,7;17,46
Betamba_2;Betamba;Trilepisium madagascariensis;10,1;17,46
Betamba_2;Betamba;Macaranga spinosa;24,3;17,6
Betamba_2;Betamba;Macaranga spinosa;23,7;16,2
Betamba_2;Betamba;Pterocarpus castelii;14,3;15,12
Betamba_2;Betamba;Tetrorchidium didymostemon;16,7;14,88
Betamba_2;Betamba;Tetrapleura tetraptera;15,8;13,3
Betamba_2;Betamba;Macaranga monandra;19,6;16,1
Betamba_2;Betamba;Macaranga spinosa;24,5;16,8
Betamba_2;Betamba;Macaranga spinosa;26,7;16,77
Betamba_2;Betamba;Maesopsis eminnii;21,9;15,72
Betamba_2;Betamba;Macaranga spinosa;15,2;18
Betamba_2;Betamba;Macaranga spinosa;20,1;18
Betamba_2;Betamba;Macaranga spinosa;15,7;19,8
Betamba_2;Betamba;Macaranga spinosa;21,4;15,84
Betamba_2;Betamba;Macaranga spinosa;15,7;19,8
Betamba_2;Betamba;Macaranga spinosa;21,2;16,56
Betamba_2;Betamba;Tetrorchidium didymostemon;15,2;14,76
Betamba_2;Betamba;Macaranga spinosa;15,4;19,8
Betamba_2;Betamba;Tetrorchidium didymostemon;16,1;13,2
Betamba_2;Betamba;Maesopsis eminnii;14,1;20,23
Betamba_2;Betamba;Macaranga spinosa;18,5;15
Betamba_2;Betamba;Maesopsis eminnii;17,7;16,65
Betamba_2;Betamba;Macaranga spinosa;26,8;16,52
Betamba_2;Betamba;Maesopsis eminnii;17,2;16,65
Betamba_2;Betamba;Vitex ferrugineus;15;9,8
Betamba_2;Betamba;Macaranga spinosa;18,3;17,22
Betamba_2;Betamba;Macaranga spinosa;15,9;16,56
Betamba_2;Betamba;Musanga cecropioides;37,8;12,61
Betamba_2;Betamba;Tetrapleura tetraptera;13,1;13,3
Betamba_2;Betamba;Tetrorchidium didymostemon;14,4;15,08
Betamba_2;Betamba;Harungana madagascariensis;15,3;12,48
Betamba_2;Betamba;Macaranga spinosa;14,2;15,34
Betamba_2;Betamba;Tetrorchidium didymostemon;17,2;12,22
Betamba_2;Betamba;Tetrapleura tetraptera;15,6;16,35
Betamba_2;Betamba;Macaranga spinosa;14,4;15,34
Betamba_2;Betamba;Macaranga spinosa;14,4;19,8
Betamba_2;Betamba;Macaranga spinosa;17,7;15,75
Betamba_2;Betamba;Macaranga spinosa;15,7;16,2
Betamba_2;Betamba;Macaranga spinosa;12,1;19,8
Betamba_2;Betamba;Macaranga spinosa;25;19,8
Betamba_2;Betamba;Maesopsis eminnii;16,9;15,12
Betamba_2;Betamba;Macaranga spinosa;13,9;18
Betamba_2;Betamba;Macaranga spinosa;13,6;14,63
Betamba_2;Betamba;Macaranga spinosa;16,6;15,9
Betamba_2;Betamba;Tetrorchidium didymostemon;13,4;9,48
Betamba_2;Betamba;Macaranga spinosa;19,4;13,92
Betamba_2;Betamba;Macaranga spinosa;12,3;18
Betamba_2;Betamba;Macaranga monandra;15,6;12
Betamba_2;Betamba;Tetrapleura tetraptera;11,7;16,35
Betamba_2;Betamba;Tetrapleura tetraptera;11,2;16,35
Betamba_2;Betamba;Macaranga spinosa;15,8;12,75
Betamba_2;Betamba;Macaranga spinosa;13,7;15,96
Betamba_2;Betamba;Macaranga spinosa;24,2;15,15
Betamba_2;Betamba;Macaranga spinosa;11,9;15,15
Betamba_2;Betamba;Tetrorchidium didymostemon;14,9;12,22
Betamba_2;Betamba;Macaranga spinosa;14,3;15,08
Betamba_2;Betamba;Tetrapleura tetraptera;10,3;16,35
Betamba_2;Betamba;Tetrorchidium didymostemon;12,9;11,4
Betamba_2;Betamba;Tetrorchidium didymostemon;14,6;12,22
Betamba_2;Betamba;Tetrorchidium didymostemon;15;11,88
Betamba_2;Betamba;Lannea welwitschii;17,2;10,89
Betamba_2;Betamba;Tetrorchidium didymostemon;11,8;9,24
Betamba_2;Betamba;Nesogordonia kabingaensis;10,9;11,77
Betamba_2;Betamba;Macaranga spinosa;15,8;13,92
Betamba_2;Betamba;Albizia gummifera;11,1;12,18
Betamba_2;Betamba;Macaranga spinosa;19,1;14,3
Betamba_2;Betamba;Macaranga spinosa;14,9;16,2
Betamba_2;Betamba;Maesopsis eminnii;11,1;18,15
Betamba_2;Betamba;Macaranga spinosa;14;15,9
Betamba_2;Betamba;Macaranga monandra;13,2;13,16
Betamba_2;Betamba;Macaranga spinosa;10,4;16,2
Betamba_2;Betamba;Macaranga spinosa;17,6;12,36
Betamba_2;Betamba;Macaranga spinosa;12,8;11,4
Betamba_2;Betamba;Macaranga spinosa;13,1;14,17
Betamba_2;Betamba;Macaranga spinosa;18,4;14,14
Betamba_2;Betamba;Maesopsis eminnii;16,4;13,13
Betamba_2;Betamba;Canarium schweinfurthii;12,6;12,35
Betamba_2;Betamba;Macaranga spinosa;15,9;14,04
Betamba_2;Betamba;Tetrorchidium didymostemon;10,2;9,24
Betamba_2;Betamba;Maesopsis eminnii;10,7;14,63
Betamba_2;Betamba;Macaranga spinosa;14,4;13,65
Betamba_2;Betamba;Macaranga spinosa;13;11,52
Betamba_2;Betamba;Klainedoxa gabonensis;80;55,8
Betamba_2;Betamba;Staudtia kamerounensis;75,4;39,96
Betamba_2;Betamba;Klainedoxa gabonensis;70;36,12
Betamba_2;Betamba;Pentaclethra macrophylla;61,5;17,34
Betamba_2;Betamba;Dialium corbisierii;32,2;13,65
Betamba_2;Betamba;Musanga cecropioides;53,9;23,76
Betamba_2;Betamba;Maesopsis eminnii;29,4;23
Betamba_2;Betamba;Treculia africana;25,4;16,24
Betamba_2;Betamba;Treculia africana;25,6;20,6
Betamba_2;Betamba;Macaranga monandra;30,1;19,8
Betamba_2;Betamba;Macaranga spinosa;33,2;22,61
Betamba_2;Betamba;Macaranga monandra;27,9;22,68
Betamba_2;Betamba;Petersianthus macrocarpus;25,8;15,48
Betamba_2;Betamba;Macaranga spinosa;16,3;22,61
Betamba_2;Betamba;Macaranga spinosa;28,9;20,9
Betamba_2;Betamba;Maesopsis eminnii;27,5;20,25
Betamba_2;Betamba;Macaranga spinosa;25,6;20,9
Betamba_2;Betamba;Macaranga monandra;25,5;20,16
Betamba_2;Betamba;Maesopsis eminnii;25,4;22,54
Betamba_2;Betamba;Strombosia pustulata;17,8;16,64
Betamba_2;Betamba;Macaranga spinosa;27,9;19,8
Betamba_2;Betamba;Treculia africana;19,6;16,8
Betamba_2;Betamba;Macaranga monandra;21,7;20,2
Betamba_2;Betamba;Maesopsis eminnii;26,7;19,2
Betamba_2;Betamba;Maesopsis eminnii;24,5;18,92
Betamba_2;Betamba;Macaranga spinosa;26,3;19,89
Betamba_2;Betamba;Musanga cecropioides;33,5;18,7
Betamba_2;Betamba;Macaranga spinosa;21,3;21,12
Betamba_2;Betamba;Tetrorchidium didymostemon;19,9;16,1
Betamba_2;Betamba;Macaranga monandra;24,8;20,16
Betamba_2;Betamba;Dichostema glaucescens;19,9;17,1
Betamba_2;Betamba;Tetrorchidium didymostemon;21,5;14,56
Betamba_2;Betamba;Trilepisium madagascariensis;27,4;16,96
Betamba_2;Betamba;Maesopsis eminnii;24;23
Betamba_2;Betamba;Macaranga spinosa;25,6;19,8
Betamba_2;Betamba;Macaranga spinosa;22;20
Betamba_2;Betamba;Artabotrys thomsonii;11,6;
Betamba_2;Betamba;Macaranga spinosa;23,1;18,2
Betamba_2;Betamba;Maesopsis eminnii;24,7;17,12
Betamba_2;Betamba;Macaranga spinosa;19,7;19,89
Betamba_2;Betamba;Macaranga spinosa;21,9;18,75
Betamba_2;Betamba;Macaranga spinosa;29,2;22,61
Betamba_2;Betamba;Macaranga spinosa;23;16,2
Betamba_2;Betamba;Macaranga spinosa;33,5;18,36
Betamba_2;Betamba;Macaranga monandra;22,4;18,08
Betamba_2;Betamba;Macaranga spinosa;20,4;17,55
Betamba_2;Betamba;Tetrorchidium didymostemon;18,1;13,91
Betamba_2;Betamba;Barteria nigritiana;16,4;13,64
Betamba_2;Betamba;Macaranga spinosa;24,2;17,28
Betamba_2;Betamba;Macaranga monandra;24,9;16,32
Betamba_2;Betamba;Macaranga spinosa;21,3;20
Betamba_2;Betamba;Maesopsis eminnii;25,9;15,2
Betamba_2;Betamba;Macaranga spinosa;22;19,21
Betamba_2;Betamba;Macaranga spinosa;24,6;16,9
Betamba_2;Betamba;Macaranga spinosa;20,6;17,85
Betamba_2;Betamba;Macaranga spinosa;16,8;18,75
Betamba_2;Betamba;Coelocaryon botryoides;18,8;12,75
Betamba_2;Betamba;Macaranga spinosa;19,8;13,56
Betamba_2;Betamba;Tetrorchidium didymostemon;15;16,1
Betamba_2;Betamba;Macaranga monandra;20;19,19
Betamba_2;Betamba;Macaranga spinosa;22,5;16,38
Betamba_2;Betamba;Macaranga spinosa;22,8;17,85
Betamba_2;Betamba;Maesopsis eminnii;19,6;15,86
Betamba_2;Betamba;Macaranga spinosa;15,5;20,7
Betamba_2;Betamba;Tetrorchidium didymostemon;15,5;14,04
Betamba_2;Betamba;Macaranga spinosa;21,7;13,5
Betamba_2;Betamba;Macaranga monandra;19,4;18,02
Betamba_2;Betamba;Macaranga spinosa;16,1;20,48
Betamba_2;Betamba;Maesopsis eminnii;19,3;15,6
Betamba_2;Betamba;Macaranga spinosa;15,3;22,61
Betamba_2;Betamba;Dichostema glaucescens;14;13,32
Betamba_2;Betamba;Macaranga spinosa;21,5;16,38
Betamba_2;Betamba;Tetrorchidium didymostemon;12,8;13,72
Betamba_2;Betamba;Macaranga spinosa;16,3;16,38
Betamba_2;Betamba;Greenwayodendron suaveolens;13,2;15,86
Betamba_2;Betamba;Macaranga spinosa;13;20
