Site;Area_code;Plot_code;Scale;sw_x;sw_y;nw_x;nw_y;se_x;se_y;ne_x;ne_y;agb_fph;cred_fph_2.5;cred_fph_97.5;agb_chv;cred_chv_2.5;cred_chv_97.5;agb_loc;cred_loc_2.5;cred_loc_97.5;TCH;H50;GF20;STDV;BA;WD;Ndens
PARACOU;PAR02q6;PAR02;0.25ha;285126.195;582542.6167;285113.5071;582590.98;285174.5584;582555.3046;285161.8705;582603.6679;378;328.6;442.1;350;297.7;415.9;329.4;286.4;384.2;30.26084425;28.03800011;0.044;7.905030633;30.20189261;0.62400809;520
PARACOU;PAR02q7;PAR02;0.25ha;285113.5071;582590.98;285100.8192;582639.3434;285161.8705;582603.6679;285149.1826;582652.0313;334.5;293.2;386.3;304.6;262.8;353.9;290.3;251.8;329.7;28.81283827;28.90999603;0.038384646;5.068444676;27.46010218;0.637924236;516
PARACOU;PAR02q8;PAR02;0.25ha;285100.8192;582639.3434;285088.1313;582687.7068;285149.1826;582652.0313;285136.4947;582700.3947;359.6;315.6;415.6;327.7;284.4;385.4;310.7;271.6;355.1;27.96529957;28.86000061;0.133253301;6.38746562;27.1904153;0.664969782;508
PARACOU;PAR02q9;PAR02;0.25ha;285088.1313;582687.7068;285075.4434;582736.0702;285136.4947;582700.3947;285123.8068;582748.7581;378.8;333.1;428.7;340.5;295.9;391.2;330.2;294.6;370.7;24.56953799;24.74999809;0.1332;4.317117155;28.17744402;0.722373254;628
PARACOU;PAR02q10;PAR02;0.25ha;285075.4434;582736.0702;285062.7556;582784.4336;285123.8068;582748.7581;285111.1189;582797.1215;341;305;382.6;309.1;272.7;355.1;298.9;263.1;335.7;25.13863504;24.93999863;0.142742903;5.298275149;27.92314152;0.662445243;684
PARACOU;PAR02q11;PAR02;0.25ha;285174.5584;582555.3046;285161.8705;582603.6679;285222.9218;582567.9925;285210.2339;582616.3558;394.3;344.6;450.7;363.5;309.7;430.2;343.3;300.6;393.6;26.71746092;26.21999741;0.169532187;6.540939491;30.32674579;0.646980168;516
PARACOU;PAR02q12;PAR02;0.25ha;285161.8705;582603.6679;285149.1826;582652.0313;285210.2339;582616.3558;285197.546;582664.7192;343;300;393;314;268.8;362.2;300.6;264.6;339.8;27.83691985;27.83399963;0.0627498;5.707251456;28.15947725;0.654283362;640
PARACOU;PAR02q13;PAR02;0.25ha;285149.1826;582652.0313;285136.4947;582700.3947;285197.546;582664.7192;285184.8581;582713.0826;396.7;349.4;452.2;359.1;308.7;416.6;345.8;304.7;391.7;26.50361589;25.62000084;0.084833934;5.75238459;29.5919901;0.715440183;652
PARACOU;PAR02q14;PAR02;0.25ha;285136.4947;582700.3947;285123.8068;582748.7581;285184.8581;582713.0826;285172.1702;582761.446;390.5;348;441.4;351.9;308.5;398.9;340.7;305.2;381.9;23.49401229;23.1099968;0.154061625;3.676794825;30.51889188;0.68984661;728
PARACOU;PAR02q15;PAR02;0.25ha;285123.8068;582748.7581;285111.1189;582797.1215;285172.1702;582761.446;285159.4823;582809.8094;303.5;267.7;347.7;275.3;239.7;320.4;266.4;235;304.5;24.08113714;24.76799965;0.18712515;5.352151627;26.20371016;0.645904741;676
PARACOU;PAR02q16;PAR02;0.25ha;285222.9218;582567.9925;285210.2339;582616.3558;285271.2852;582580.6803;285258.5973;582629.0437;429.8;382.7;483.8;389.3;341.5;448.3;373.9;332.2;422.3;27.66913914;27.74899769;0.0504;4.41711192;32.07913874;0.683215217;636
PARACOU;PAR02q17;PAR02;0.25ha;285210.2339;582616.3558;285197.546;582664.7192;285258.5973;582629.0437;285245.9094;582677.4071;479.4;423.9;541.5;438.8;380.2;506.3;418.1;370.5;472.6;26.56020752;26.27999687;0.191029235;7.369880858;35.37106916;0.678525973;636
PARACOU;PAR02q18;PAR02;0.25ha;285197.546;582664.7192;285184.8581;582713.0826;285245.9094;582677.4071;285233.2215;582725.7705;438.7;389.5;493.6;397.3;348.4;454.5;381.7;338.9;427.7;26.2058335;26.64000034;0.058752998;3.71415348;33.74426138;0.692753447;752
PARACOU;PAR02q19;PAR02;0.25ha;285184.8581;582713.0826;285172.1702;582761.446;285233.2215;582725.7705;285220.5336;582774.1339;374.1;333;420.5;343;298.5;393.5;327.3;289.5;371.3;26.85352419;26.9849987;0.069544365;4.534232401;30.16777177;0.648838749;624
PARACOU;PAR02q20;PAR02;0.25ha;285172.1702;582761.446;285159.4823;582809.8094;285220.5336;582774.1339;285207.8457;582822.4973;283.2;250.7;322.8;253.8;221.8;292.4;246.7;218.3;278.3;24.72653406;26.2485714;0.172206648;5.701706548;22.35549164;0.713995395;544
PARACOU;PAR02q21;PAR02;0.25ha;285271.2852;582580.6803;285258.5973;582629.0437;285319.6486;582593.3682;285306.9607;582641.7316;419.7;364.9;484.9;387.3;329.1;457.6;366.1;318.2;420.4;27.66213951;27.34999847;0.072829132;6.120311244;30.93786096;0.672502468;536
PARACOU;PAR02q22;PAR02;0.25ha;285258.5973;582629.0437;285245.9094;582677.4071;285306.9607;582641.7316;285294.2728;582690.095;513;430.5;627.2;494.5;400.6;626.5;452.6;379.7;545.8;30.7538835;30.68499947;0.022790884;5.960465414;35.03851273;0.716626792;624
PARACOU;PAR02q23;PAR02;0.25ha;285245.9094;582677.4071;285233.2215;582725.7705;285294.2728;582690.095;285281.5849;582738.4584;335.4;291.6;384;306.6;264.3;358.2;293;257.8;336.1;28.39029134;27.38000107;0.066826731;6.032669514;26.36510949;0.657923636;608
PARACOU;PAR02q24;PAR02;0.25ha;285233.2215;582725.7705;285220.5336;582774.1339;285281.5849;582738.4584;285268.897;582786.8218;372.7;326.1;430.2;343.4;293.3;399.9;326.2;284.8;374.7;26.7367318;27.01249981;0.1144;5.493976877;27.87588569;0.684136313;604
PARACOU;PAR02q25;PAR02;0.25ha;285220.5336;582774.1339;285207.8457;582822.4973;285268.897;582786.8218;285256.2091;582835.1852;283;250.3;325.2;253.4;218.9;293.4;247.9;219.3;280;22.64833169;23.49499893;0.266986411;5.273922728;21.9660661;0.721623905;572
PARACOU;PAR03q1;PAR03;0.25ha;285393.7301;582509.7962;285380.8734;582558.115;285442.0489;582522.6528;285429.1922;582570.9716;402.9;361.1;445.7;369;327.2;418.7;352.4;315.8;395;26.76252319;26.51214314;0.011195522;3.499278926;35.45618748;0.605742977;716
PARACOU;PAR03q2;PAR03;0.25ha;285380.8734;582558.115;285368.0168;582606.4338;285429.1922;582570.9716;285416.3356;582619.2904;366;303.7;445;347;281.3;446.8;320.4;268.5;393;28.24465177;28.09749889;0.0392;4.745380372;29.15459558;0.625831389;568
PARACOU;PAR03q3;PAR03;0.25ha;285368.0168;582606.4338;285355.1602;582654.7526;285416.3356;582619.2904;285403.479;582667.6092;312.4;273.3;357.2;285;244.1;330.7;271.7;241.2;307.9;28.54952594;28.84999847;0.098439376;6.110160347;25.62223906;0.634556524;552
PARACOU;PAR03q4;PAR03;0.25ha;285355.1602;582654.7526;285342.3035;582703.0714;285403.479;582667.6092;285390.6223;582715.928;341.1;300.5;388;310.6;269.3;361.9;297.4;265.6;334.3;29.0674069;28.97000122;0.031612645;4.508511245;27.63279867;0.658171248;640
PARACOU;PAR03q5;PAR03;0.25ha;285342.3035;582703.0714;285329.4469;582751.3902;285390.6223;582715.928;285377.7657;582764.2468;233.4;203.2;268.9;212.5;181.1;248.1;204.2;177.1;234.4;25.3391944;25.45000076;0.12355058;5.67837689;21.18105121;0.607527177;516
PARACOU;PAR03q6;PAR03;0.25ha;285442.0489;582522.6528;285429.1922;582570.9716;285490.3677;582535.5094;285477.5111;582583.8283;428.9;378.7;490.9;393.7;336.3;458.6;374.6;332.7;425.9;28.41180151;28.12999916;0.017607043;4.068333472;34.04824817;0.652679975;664
PARACOU;PAR03q7;PAR03;0.25ha;285429.1922;582570.9716;285416.3356;582619.2904;285477.5111;582583.8283;285464.6544;582632.1471;412;359.4;469.1;378.6;328.3;437.4;357.3;316.3;402.7;30.61250014;30.21250153;0.0268;5.655592581;33.13552754;0.621514723;616
PARACOU;PAR03q8;PAR03;0.25ha;285416.3356;582619.2904;285403.479;582667.6092;285464.6544;582632.1471;285451.7978;582680.4659;351.3;305.9;403.3;319.7;271.9;378.7;307.5;270;356.4;28.88288488;28.18499947;0.0148;4.855499485;29.17682863;0.638025647;680
PARACOU;PAR03q9;PAR03;0.25ha;285403.479;582667.6092;285390.6223;582715.928;285451.7978;582680.4659;285438.9411;582728.7847;435.5;383.7;500.2;402.7;349.3;466.8;381;336.7;435.7;27.74822882;27.45999718;0.075569772;5.803992565;33.81705208;0.658727065;680
PARACOU;PAR03q10;PAR03;0.25ha;285390.6223;582715.928;285377.7657;582764.2468;285438.9411;582728.7847;285426.0845;582777.1035;312.4;277.6;354;283.3;248.7;325.4;272.9;243.3;306.2;27.46288309;26.21999836;0.0872;6.176130505;28.25924167;0.605926532;724
PARACOU;PAR03q11;PAR03;0.25ha;285490.3677;582535.5094;285477.5111;582583.8283;285538.6865;582548.3661;285525.8299;582596.6849;343.1;308.9;383.6;307.1;273.3;343.3;301.1;275.3;331.3;23.65257271;23.75;0.1676;3.689510792;27.76172649;0.708793942;768
PARACOU;PAR03q12;PAR03;0.25ha;285477.5111;582583.8283;285464.6544;582632.1471;285525.8299;582596.6849;285512.9732;582645.0037;308.8;274.9;349.2;277.1;245;317.2;270.1;242.1;305.8;22.12403375;21.65999794;0.3496;4.383292784;25.45047248;0.692112814;700
PARACOU;PAR03q13;PAR03;0.25ha;285464.6544;582632.1471;285451.7978;582680.4659;285512.9732;582645.0037;285500.1166;582693.3225;382.3;343.3;430.3;343.7;303.2;386.5;335.2;301.8;373.8;23.4455587;22.71285439;0.293317327;5.517492684;29.82610158;0.719868496;764
PARACOU;PAR03q14;PAR03;0.25ha;285451.7978;582680.4659;285438.9411;582728.7847;285500.1166;582693.3225;285487.2599;582741.6413;321.6;290;356.8;288.2;252.9;324.6;281.7;254.2;312.4;22.54901105;23.06200123;0.259392486;4.395904761;27.76419893;0.653925685;724
PARACOU;PAR03q15;PAR03;0.25ha;285438.9411;582728.7847;285426.0845;582777.1035;285487.2599;582741.6413;285474.4033;582789.9601;326.8;290.8;370.7;296.4;259;342.6;286.5;253.9;323.7;24.61706641;24.59999847;0.214;5.556714767;26.72671937;0.670540634;652
PARACOU;PAR03q16;PAR03;0.25ha;285538.6865;582548.3661;285525.8299;582596.6849;285587.0053;582561.2227;285574.1487;582609.5415;328;292;366.9;294;259;332.7;288.2;257.7;321.9;22.69850004;22.75;0.230307877;4.097434654;25.47469731;0.725440549;648
PARACOU;PAR03q17;PAR03;0.25ha;285525.8299;582596.6849;285512.9732;582645.0037;285574.1487;582609.5415;285561.292;582657.8603;294.1;266.5;325.5;264.8;237.3;294.6;260;235.3;284.3;21.30533482;20.64999771;0.429028389;4.069571647;25.68781981;0.708057303;844
PARACOU;PAR03q18;PAR03;0.25ha;285512.9732;582645.0037;285500.1166;582693.3225;285561.292;582657.8603;285548.4354;582706.1791;283.6;255.2;315.5;255.5;226.7;287.6;249.4;225.4;275.4;20.25711809;19.34000015;0.576969212;4.655071945;25.67230348;0.669097388;840
PARACOU;PAR03q19;PAR03;0.25ha;285500.1166;582693.3225;285487.2599;582741.6413;285548.4354;582706.1791;285535.5787;582754.4979;335.3;301.6;370.7;300.9;269;342.1;294.7;266.8;327.5;20.81167229;20.80499744;0.43714972;4.716226624;26.94066183;0.701985605;736
PARACOU;PAR03q20;PAR03;0.25ha;285487.2599;582741.6413;285474.4033;582789.9601;285535.5787;582754.4979;285522.7221;582802.8167;265.7;234.8;299.7;240.6;211.2;274;234.3;209.8;265.8;22.93248032;23.1099968;0.270616493;4.961900225;23.21258409;0.661563525;636
PARACOU;PAR03q21;PAR03;0.25ha;285587.0053;582561.2227;285574.1487;582609.5415;285635.3241;582574.0794;285622.4675;582622.3982;299.6;269.2;335.6;269.7;240;303.2;262.5;236.3;291.7;22.9871333;22.8983326;0.170868347;3.509035647;26.66042548;0.641548474;760
PARACOU;PAR03q22;PAR03;0.25ha;285574.1487;582609.5415;285561.292;582657.8603;285622.4675;582622.3982;285609.6108;582670.717;300.9;269.1;339.2;272.8;240.7;314.7;265.8;237;296.4;21.00936454;20.02666855;0.495798319;3.768538755;26.21965061;0.676507523;856
PARACOU;PAR03q23;PAR03;0.25ha;285561.292;582657.8603;285548.4354;582706.1791;285609.6108;582670.717;285596.7542;582719.0358;251.7;227.6;280.3;225.2;199.4;254.1;221.7;200.6;246;19.25291491;19.27000046;0.5604;4.848043832;22.43244181;0.679579818;756
PARACOU;PAR03q24;PAR03;0.25ha;285548.4354;582706.1791;285535.5787;582754.4979;285596.7542;582719.0358;285583.8975;582767.3546;303.4;275;336.3;271.1;240.6;305.5;266.3;240.5;294;20.8539549;21.65500164;0.3888;4.989201035;24.75737117;0.722047225;744
PARACOU;PAR03q25;PAR03;0.25ha;285535.5787;582754.4979;285522.7221;582802.8167;285583.8975;582767.3546;285571.0409;582815.6734;409;363.6;457.1;369.5;324.8;417;356.9;318.4;397.1;26.46785348;27.30499935;0.230215827;6.873207872;31.33988429;0.692807284;668
PARACOU;PAR04q1;PAR04;0.25ha;285876.2909;582811.733;285863.0972;582859.9609;285924.5187;582824.9267;285911.3251;582873.1545;299.1;266.6;338.8;269.3;237.6;306.4;262.5;235.4;295.9;23.10499552;22;0.256502601;4.355635075;26.83933918;0.631024641;788
PARACOU;PAR04q2;PAR04;0.25ha;285863.0972;582859.9609;285849.9036;582908.1888;285911.3251;582873.1545;285898.1314;582921.3824;289.2;257.2;323.4;260.5;229.7;297.6;255;228.8;285.6;23.79578412;23.07666683;0.1696;4.432961764;25.66524118;0.651992499;736
PARACOU;PAR04q3;PAR04;0.25ha;285849.9036;582908.1888;285836.7099;582956.4166;285898.1314;582921.3824;285884.9378;582969.6103;302.6;271.7;340.4;271.7;241.1;305.8;265.6;240.8;296.2;23.81964077;23.78000069;0.228708517;5.41990465;26.04028137;0.672544697;792
PARACOU;PAR04q4;PAR04;0.25ha;285836.7099;582956.4166;285823.5163;583004.6445;285884.9378;582969.6103;285871.7441;583017.8381;412.5;366.2;467.6;377.2;326.3;447.9;361;321.3;414.3;25.95902212;25.1724987;0.1292;6.37376321;32.5024652;0.682888926;756
PARACOU;PAR04q5;PAR04;0.25ha;285823.5163;583004.6445;285810.3226;583052.8724;285871.7441;583017.8381;285858.5505;583066.066;340.3;305.7;381.9;307.7;274.2;348.3;298.3;268.4;329.9;24.34786009;24.72000122;0.228308677;5.658275453;27.43738847;0.691023918;716
PARACOU;PAR04q6;PAR04;0.25ha;285924.5187;582824.9267;285911.3251;582873.1545;285972.7466;582838.1203;285959.553;582886.3482;274;247.1;308.5;245.2;218.3;280.2;240.6;217.5;265.4;20.35648018;20.34466648;0.4636;4.025489388;24.07577437;0.673278707;732
PARACOU;PAR04q7;PAR04;0.25ha;285911.3251;582873.1545;285898.1314;582921.3824;285959.553;582886.3482;285946.3593;582934.5761;279.7;251.4;314;253.9;224.6;289.9;247;221.6;276.5;21.27934908;20.41999817;0.446621351;4.292921474;25.45292921;0.65813624;868
PARACOU;PAR04q8;PAR04;0.25ha;285898.1314;582921.3824;285884.9378;582969.6103;285946.3593;582934.5761;285933.1657;582982.8039;374.8;339.7;414.3;336.1;301.9;376.9;328.2;296.5;364.7;23.19376833;22.14999771;0.309323729;4.977303219;32.12671187;0.662380408;928
PARACOU;PAR04q9;PAR04;0.25ha;285884.9378;582969.6103;285871.7441;583017.8381;285933.1657;582982.8039;285919.972;583031.0318;303.8;270;344.7;272.6;240.1;312.5;266.6;238.3;299.1;23.74159836;23.82999802;0.196078431;4.873640519;24.50361217;0.698068352;692
PARACOU;PAR04q10;PAR04;0.25ha;285871.7441;583017.8381;285858.5505;583066.066;285919.972;583031.0318;285906.7784;583079.2597;273;241.3;307.4;247.7;215.9;287.1;238.3;209.3;269.3;22.67954138;22.88000011;0.3412;6.349276633;23.2971432;0.641611526;604
PARACOU;PAR04q11;PAR04;0.25ha;285972.7466;582838.1203;285959.553;582886.3482;286020.9745;582851.314;286007.7808;582899.5418;303.7;276.1;340;272;243.4;306.3;266.4;241.6;295.5;22.15711568;21.48999786;0.34;4.361268478;25.69093941;0.684605095;744
PARACOU;PAR04q12;PAR04;0.25ha;285959.553;582886.3482;285946.3593;582934.5761;286007.7808;582899.5418;285994.5872;582947.7697;309.4;279.9;343.1;275.5;247.4;304.8;270.5;244.3;300.7;21.87790452;21.95999908;0.354;4.845005257;25.6466995;0.69623066;768
PARACOU;PAR04q13;PAR04;0.25ha;285946.3593;582934.5761;285933.1657;582982.8039;285994.5872;582947.7697;285981.3935;582995.9976;386.5;347.5;431;348.1;309.3;391.7;337.9;302.6;377;25.90629814;26.42000008;0.1444;5.27833288;29.65272023;0.697409746;632
PARACOU;PAR04q14;PAR04;0.25ha;285933.1657;582982.8039;285919.972;583031.0318;285981.3935;582995.9976;285968.1999;583044.2255;255.5;228.5;283.4;227.3;202;253.9;223.9;201.1;247.9;23.0811973;22.79083252;0.218;3.992631088;22.64201117;0.659285605;712
PARACOU;PAR04q15;PAR04;0.25ha;285919.972;583031.0318;285906.7784;583079.2597;285968.1999;583044.2255;285955.0062;583092.4533;275.3;246;310.5;247;217.7;279.7;242;218.1;270.3;24.22040311;23.95000076;0.225109956;5.48304164;23.55344375;0.67088443;656
PARACOU;PAR04q16;PAR04;0.25ha;286020.9745;582851.314;286007.7808;582899.5418;286069.2024;582864.5076;286056.0087;582912.7355;277.7;249.8;309.5;249.2;222;281.2;243.6;218.6;271.5;23.18599269;22.66000175;0.24969988;4.123512808;25.0013127;0.648724289;780
PARACOU;PAR04q17;PAR04;0.25ha;286007.7808;582899.5418;285994.5872;582947.7697;286056.0087;582912.7355;286042.8151;582960.9634;319.9;284.4;364.6;289.2;251.3;331.3;280.4;249.8;314.4;25.45438148;25.46999741;0.1928;6.263255925;26.53292708;0.666047638;660
PARACOU;PAR04q18;PAR04;0.25ha;285994.5872;582947.7697;285981.3935;582995.9976;286042.8151;582960.9634;286029.6214;583009.1912;291.8;259.4;326.3;263.9;232.1;302.7;257.2;230.4;289;23.40080612;22.99999809;0.297880848;5.176126707;25.45525085;0.668143089;808
PARACOU;PAR04q19;PAR04;0.25ha;285981.3935;582995.9976;285968.1999;583044.2255;286029.6214;583009.1912;286016.4277;583057.4191;314.6;285;350.6;283.5;254;317.4;276.5;250.1;306.6;22.41289374;21.61583328;0.3348;5.057453793;28.17296097;0.662681907;900
PARACOU;PAR04q20;PAR04;0.25ha;285968.1999;583044.2255;285955.0062;583092.4533;286016.4277;583057.4191;286003.2341;583105.647;440.1;391.8;496.4;400.8;352.8;455.6;384.6;342.5;433;26.1776474;27.25;0.169132347;5.651678285;33.92833986;0.682998309;788
PARACOU;PAR04q21;PAR04;0.25ha;286069.2024;582864.5076;286056.0087;582912.7355;286117.4302;582877.7013;286104.2366;582925.9291;329.9;300.9;361.6;293.9;266;326.3;289.7;264.5;319.1;24.16236622;24.01999855;0.1992;4.847861256;26.95771753;0.716549392;804
PARACOU;PAR04q22;PAR04;0.25ha;286056.0087;582912.7355;286042.8151;582960.9634;286104.2366;582925.9291;286091.0429;582974.157;239.6;213.8;268.3;215.6;191;242.3;211.2;188.7;238;23.60232208;23.70000267;0.254501801;5.291846554;21.29173894;0.661608722;636
PARACOU;PAR04q23;PAR04;0.25ha;286042.8151;582960.9634;286029.6214;583009.1912;286091.0429;582974.157;286077.8493;583022.3849;308.4;278;343.7;276.7;245.8;310;270.9;246.2;298.7;22.80835512;23.3560009;0.317727091;5.316493483;26.23085981;0.686983834;788
PARACOU;PAR04q24;PAR04;0.25ha;286029.6214;583009.1912;286016.4277;583057.4191;286077.8493;583022.3849;286064.6556;583070.6128;283.2;250.2;319.8;252.4;218.7;289.3;247.2;218;280.3;20.71391968;19.97130966;0.5024;5.915802528;22.31472948;0.712191126;668
PARACOU;PAR04q25;PAR04;0.25ha;286016.4277;583057.4191;286003.2341;583105.647;286064.6556;583070.6128;286051.462;583118.8406;337.4;305.7;378.6;303;269.7;342;295.3;266.2;326.2;22.20290152;21.88999939;0.3336;4.971621424;27.83806091;0.69373302;840
PARACOU;PAR05q1;PAR05;0.25ha;286164.6053;582889.6009;286150.6557;582937.6156;286212.62;582903.5505;286198.6704;582951.5652;295.4;265.6;329.2;264.2;235;299.4;259.5;235.3;288.4;21.95353385;21.34666729;0.3656;5.346725489;24.29581152;0.706084813;732
PARACOU;PAR05q2;PAR05;0.25ha;286150.6557;582937.6156;286136.7062;582985.6303;286198.6704;582951.5652;286184.7209;582999.5799;298.5;264.8;338.5;268.1;236.2;308.2;260.7;229.6;294.9;23.51735013;24.24250031;0.22;4.533105954;23.3586116;0.708725037;644
PARACOU;PAR05q3;PAR05;0.25ha;286136.7062;582985.6303;286122.7566;583033.645;286184.7209;582999.5799;286170.7713;583047.5945;354.2;318.7;395.2;318.8;279.9;360.5;309.4;277.6;350.8;24.36684128;25.2149992;0.256;6.203697562;28.84060596;0.676611565;728
PARACOU;PAR05q4;PAR05;0.25ha;286122.7566;583033.645;286108.8071;583081.6597;286170.7713;583047.5945;286156.8218;583095.6092;311.9;277.5;349.1;280.6;248.2;316.6;272.4;245.4;303.6;21.43897486;20.23874664;0.4884;5.763169065;26.07981517;0.681579715;788
PARACOU;PAR05q5;PAR05;0.25ha;286108.8071;583081.6597;286094.8575;583129.6744;286156.8218;583095.6092;286142.8722;583143.6239;318.9;284.4;361.7;286.5;253.6;325.6;278.8;249.8;313.8;25.44397598;25.01249981;0.2116;6.155724425;25.17226246;0.699336113;672
PARACOU;PAR05q6;PAR05;0.25ha;286212.62;582903.5505;286198.6704;582951.5652;286260.6347;582917.5001;286246.6851;582965.5147;394.8;354;439;352.1;313.4;397.2;344.6;309.8;384.6;24.60203684;25.19499969;0.1684;4.739888763;28.93982688;0.741605403;664
PARACOU;PAR05q7;PAR05;0.25ha;286198.6704;582951.5652;286184.7209;582999.5799;286246.6851;582965.5147;286232.7355;583013.5294;304.2;270.2;339.8;271.7;240.1;307.2;266.6;239.2;299.4;26.29342955;25.97000027;0.0916;5.1530775;22.53803074;0.756205079;572
PARACOU;PAR05q8;PAR05;0.25ha;286184.7209;582999.5799;286170.7713;583047.5945;286232.7355;583013.5294;286218.786;583061.5441;343.9;305.5;383.2;309.4;273.3;352.3;301.2;271.2;335.7;24.21822555;24.00166607;0.25;5.539096602;27.51377001;0.681220498;724
PARACOU;PAR05q9;PAR05;0.25ha;286170.7713;583047.5945;286156.8218;583095.6092;286218.786;583061.5441;286204.8364;583109.5588;279.6;246.8;315.1;253.3;222.1;287.9;247;220.4;280.9;21.16756911;20.5;0.4576;5.403176358;24.4692023;0.65613303;744
PARACOU;PAR05q10;PAR05;0.25ha;286156.8218;583095.6092;286142.8722;583143.6239;286204.8364;583109.5588;286190.8869;583157.5735;343.6;302.6;391.1;309.1;270.1;355.8;301.3;266.2;340.3;25.11400514;25.18000031;0.176;5.694138855;25.95059833;0.717140447;616
PARACOU;PAR05q11;PAR05;0.25ha;286260.6347;582917.5001;286246.6851;582965.5147;286308.6493;582931.4496;286294.6998;582979.4643;350.3;313.3;390.5;314.2;278.3;355.5;304.2;272.4;340.4;23.07805082;23.44952297;0.2644;4.693225798;27.79811556;0.68064518;664
PARACOU;PAR05q12;PAR05;0.25ha;286246.6851;582965.5147;286232.7355;583013.5294;286294.6998;582979.4643;286280.7502;583027.479;345.1;308.4;385.2;309.8;274.1;354.5;302.5;270.4;337.6;24.23368909;24.39750004;0.2608;5.432993716;26.46616196;0.719641879;648
PARACOU;PAR05q13;PAR05;0.25ha;286232.7355;583013.5294;286218.786;583061.5441;286280.7502;583027.479;286266.8007;583075.4937;471.1;408.2;553.3;439.2;373;540;415.5;364.2;480.7;25.75469975;25.97999859;0.1384;5.447722184;35.80184749;0.702308775;868
PARACOU;PAR05q14;PAR05;0.25ha;286218.786;583061.5441;286204.8364;583109.5588;286266.8007;583075.4937;286252.8511;583123.5083;390.7;349;439.5;351.7;313;398.1;340.9;307.6;379.4;24.41031482;24.8441658;0.114;4.066814597;28.71799588;0.765156035;720
PARACOU;PAR05q15;PAR05;0.25ha;286204.8364;583109.5588;286190.8869;583157.5735;286252.8511;583123.5083;286238.9016;583171.523;378.9;338.8;427.1;339.3;294.3;389;330.6;295;371.6;23.79657322;24.45000076;0.2668;6.086476201;28.20439575;0.709519126;724
